Show,AirDate,Round,Category,Value,qLength,qHardWords,qDaleChall,aLength,hasMedia,mediaLink,Question,Answer
6246,11/14/2011,1,4 STRAIGHT VOWELS,1200,14,8,13.35,2,0,,"A line of waiting people, or a sequence of stored computer data awaiting processing",a queue
4273,3/12/2003,1,COLOR MY WORLD,1600,17,8,11.91,1,0,,The title of a 1912 Zane Grey favorite about seclusion in an Edenic enclave contains this color,purple
4862,11/1/2005,1,PUT IT ON PAPER,1600,16,7,11.34,1,0,,Poet Filippo Marinetti wrote a series of these declarations of principles for the Futurist art movement,manifestos
5661,3/30/2009,1,1980s MOVIE CHARACTERS,400,17,8,11.91,2,0,,"Matthew Broderick briefly steps out of this 1986 character to become Abe Frohman, Sausage King of Chicago",Ferris Bueller
5413,3/5/2008,1,"""PANT""s",2000,12,4,9.5,1,0,,In heraldry it means standing erect; in life it means running wild,rampant
5200,3/30/2007,1,FACTS & FIGURES,800,19,3,7.07,5,0,,"With a pair of dice, the chances of throwing one of these 2 numerical sums are one in 36",a 2 or a 12
5771,10/19/2009,0,TEA,600,9,3,9.35,1,0,,"In 1952 this company introduced its ""Flo-Thru"" tea bag",Lipton
5051,7/24/2006,0,CAPITALISM,200,10,6,13.61,1,0,,This European capital is home to Cardinal Stefan Wyszynski University,Warsaw
4926,1/30/2006,0,STATE BIRDS,200,12,3,8.18,2,0,,This red-feathered friend is the state bird of a record 7 states,the cardinal
5077,10/10/2006,1,FREE SPEECH,2000,17,6,10.05,2,0,,"This 2-word phrase for ""freeing"" someone of something is the title of Philip Roth's first full-length novel",letting go
5036,7/3/2006,1,3 Es FOR ME!,2000,18,4,8.19,3,0,,French term for the neckline of a dress cut low in the front & often across the shoulders,decolletage (or décolleté)
5252,6/12/2007,1,UNIVERSITY OF MICHIGAN FOOTBALL,400,18,7,10.67,3,0,,"On Dec. 13, 1997 Michigan CB Charles Woodson became the first primarily defensive player to win this award",the Heisman Trophy
6267,12/13/2011,0,PRIME MINISTERS,800,16,7,12.23,1,0,,"Hassanal Bolkiah is the Minister of Finance & Defense, Prime Minister & Sultan of this country",Brunei
6149,5/12/2011,1,FILM GRAMMAR,1200,22,5,8.32,3,0,,"A cut from an event to a close-up on someone's face is this type of shot, also found in a Newtonian law",a reaction shot
4454,1/8/2004,1,"""G"" MEN",400,18,3,7.16,2,0,,"When we say he invented movable type, we mean he invented the mold which made movable type practical",Johannes Gutenberg
5452,4/29/2008,0,INTERNATIONAL FOOD & DRINK,600,15,4,8.59,1,0,,"The name of the popular pudding arroz con leche is Spanish for this ""with milk""",rice
5213,4/18/2007,0,WORLD CITIES,600,13,4,9.14,1,0,,Oh! this city! was the capital of British India from 1772 to 1912,Calcutta
5933,6/2/2010,0,I JUST WANNA LOOK AT THE PICTURES,1000,18,4,8.38,2,1,http://www.j-archive.com/media/2010-06-02_J_24.jpg,"This human rights organization, whose logo is seen here, won the Nobel Peace Prize in 1977",Amnesty International
6070,1/21/2011,1,CLASSICAL MUSIC,1200,18,7,10.67,2,0,,This 1867 Edvard Grieg work was first published as a piano duet but later divided into 2 suites,Peer Gynt
4818,7/13/2005,0,"OPERA CROSSWORD CLUES ""C""",400,7,3,10.75,1,0,,The Royal Danish Opera's home city (10),Copenhagen
5023,6/14/2006,1,MEASUREMENT,800,15,2,6.59,2,0,,There are 16 drams in an avoirdupois one & 2 tablespoons in a fluid one,an ounce
5789,11/12/2009,1,DRAMA CLUB,400,11,3,8.87,6,0,,"Songs in this play include ""Suppertime"" & ""My Blanket And Me""","You're a Good Man, Charlie Brown"
5994,10/7/2010,0,IF THE TV SERIES HAD A DOWNER ENDING,600,15,5,9.97,2,0,,"The one-armed man says, ""It's about time I finished the job"" & shoots Richard Kimble",The Fugitive
4822,7/19/2005,0,ON THE MAP,400,19,9,12.42,2,0,,"This river flows 1,700 miles across Iraq & empties into the Persian Gulf just past the city of Basra",the Euphrates
4723,3/2/2005,0,SCHOOL OF ROCK,600,14,2,6.24,2,0,,"Math: This group hit No. 1 with ""You're Once, Twice, Three Times A Lady""",The Commodores
5305,10/5/2007,1,LE CINEMA,1600,18,6,9.79,2,0,,"This director, son of a famous impressionist painter, is perhaps best known for his 1937 film 'Grand Illusion""",Jean Renoir
6189,7/7/2011,1,ANIMATION NATION,1200,17,4,7.98,4,0,,"""Cute & cuddly, boys!"" this animated series set at the Central Park zoo is for the birds",The Penguins of Madagascar
4508,3/24/2004,0,FAMOUS AMERICANS,800,16,9,13.85,2,0,,"""The World's Greatest Gospel Singer"", she sang at President Kennedy's inauguration & Martin Luther King's funeral",Mahalia Jackson
6269,12/15/2011,1,"THE BIRDS & THE ""B""s",1600,19,9,12.06,2,0,,"This tropical seabird was named for its supposed lack of intelligence; not afraid of humans, it was easily killed",the boobie
4909,1/5/2006,0,THE BODY HUMAN,600,13,4,9.5,1,0,,The heart has 4 chambers: 2 atria & 2 of these lower chambers,ventricles
4082,5/7/2002,0,PLAY BALL!,1000,15,7,11.75,2,0,,"In 1993 this one-handed pitcher, then with the Yankees, pitched a no-hitter against the Indians",Jim Abbott
6052,12/28/2010,0,FROM PAGE TO SCREEN,600,14,5,9.97,2,0,,This 2009 film about roller derby was based on a book by Shauna Cross,Whip It
4959,3/16/2006,0,COMEDY OF ERRORS,400,17,7,11.34,2,0,,Nicolas Cage & Holly Hunter perform a type of redistribution of baby wealth in this 1987 comedy,Raising Arizona
4658,12/1/2004,1,SPORTS RECORDS,1600,13,4,9.14,2,0,,"In 1967 this NASCAR ""king"" won 27 races to set the single-season standard",Richard Petty
5198,3/28/2007,1,FIJI,1600,31,7,8.4,1,1,http://www.j-archive.com/media/2007-03-28_DJ_19.jpg,(Jeff reads yet one more time.)  While we've been here in Fiji the government has not survived & has been overthrown in a coup in this capital city,Suva
5965,7/16/2010,0,MUSEUMS,200,18,5,9.12,2,0,,The Amsterdam house where this diarist & her family hid during WWII has been a museum since 1960,Anne Frank
5675,4/17/2009,0,IT'S NOT SO,800,19,8,10.76,1,0,,"To hide the success of radar in WWII, the British govt. said this root vegetable helped increase pilots' vision",carrots
5596,12/29/2008,1,BOTANY,1600,18,4,8.19,1,0,,This plant has blue flowers; the black candy that uses it comes from the roots & root stems,licorice
5567,11/18/2008,1,YOU'RE HISTORY!,1200,35,10,9.8,1,1,"http://www.j-archive.com/media/2008-11-18_DJ_04.jpg, http://www.j-archive.com/media/2008-11-18_DJ_04a.jpg","(Jimmy of the Clue Crew delivers the clue from Mount Vernon.)  This is where Washington planned  for this 1781 battle, one of the most skillful military operations in history",Yorktown
6215,9/30/2011,0,BLU-RAYS,800,20,6,9.37,1,0,,An interactive guide to class action is a helpful part of the season 1 Blu-ray of this Glenn Close series,Damages
4417,11/18/2003,0,"""T""3",200,12,3,8.49,1,0,,"The Holy Bible is made up of the ""Old"" & ""New"" ones",testaments
4388,10/8/2003,0,THE QUOTABLE NIXON,600,13,1,5.5,1,0,,"1977: ""When the president does it, that means that it is not"" this",illegal
5878,3/17/2010,0,ABBREV.,400,4,1,7.78,4,0,,A political group: GOP,the Grand Old Party
4775,5/13/2005,1,"SEAN PENN, THIS IS YOUR MOVIE",800,16,8,12.33,3,0,,"Sean, loved you as convicted killer Matthew Poncelet in this movie--too bad there'll be no sequel",Dead Man Walking
5811,12/14/2009,1,JIMMY,1200,13,3,7.93,3,0,,"This noted oddsmaker was seen on ""The NFL Today"" from 1976 to 1988",Jimmy the Greek
4225,1/3/2003,1,NAPOLEON'S RESUME,400,11,3,8.87,2,0,,Education: This type of career school at Brienne & at Paris,military school
5345,11/30/2007,1,HOSPITALS,800,12,7,13.44,2,0,,There's a stroke center at Boswell Hospital in this Arizona retirement city,Sun City
6196,7/18/2011,1,CALL ME SHIRLEY,400,15,5,9.64,3,0,,The Screen Actors Guild presented this child star with a lifetime achievement award in 2006,Shirley Temple Black
5157,1/30/2007,0,BOSTON LEGAL,600,21,4,7.16,1,0,,"The 1950 robbery of this armored car co. came to grief when ""Specs"" O'Keefe ratted out the rest of the gang",Brink's
4705,2/4/2005,1,PHYSICS,400,15,8,12.8,1,0,,"Velocity is measured in meaters per second; this, abbrevieated a, is meters per second squared",acceleration
4505,3/19/2004,0,NEAR DISASTERS,400,21,6,9.19,2,0,,In 1919 the lonely keeper of one of these helped save all 21 crewmen from fire on the steamer Frank O'Connor,a lighthouse
5910,4/30/2010,0,SCENE & HERD,400,20,5,8.58,3,0,,"All the animals join the ""Circle Of Life"" to see the baby cub Simba in this animated film from 1994",The Lion King
4941,2/20/2006,0,CELEBRITIES' FAVORITE BOOKS,400,17,3,7.27,2,0,,"She liked ""Their Eyes Were Watching God"" so much that she made it into a TV movie",Oprah Winfrey
6120,4/1/2011,1,TV SPIN-OFFS,2000,3,0,0.15,2,0,,"""The Hills"" from...",Laguna Beach
4971,4/3/2006,1,DESERT LIFE,400,42,11,9.35,3,1,"http://www.j-archive.com/media/2006-04-03_DJ_16.jpg, http://www.j-archive.com/media/2006-04-03_DJ_16a.jpg","(Sarah of the Clue Crew delivers the clue from the Arizona-Sonora Desert Museum in Tucson, AZ.)  The Ferruginous hawk's scientific name, Buteo regalis, means this kind of hawk--& you can see why from its size & bearing",regal (or royal)
5959,7/8/2010,1,VIDEO GAMES,1600,14,6,11.1,2,0,,"In 2009 this Nintendo professor moved from ""The Curious Village"" to ""The Diabolical Box""",Professor Layton
5525,9/19/2008,1,SO WHAT'D YOU DO WITH THE MONEY?,800,18,5,8.92,2,0,,"On Jan. 2, 2007 school was in at this TV icon's 40 million leadership academy in South Africa",Oprah Winfrey
5823,12/30/2009,1,WELCOME TO OUR FINE HOTEL,1200,21,7,9.94,1,0,,"Our robes of this looped fabric are of course from Turkish cotton; if you take one, we'll be forced to prosecute",terrycloth
4767,5/3/2005,1,LET'S LEARN SCOTTISH GAELIC,800,15,6,10.7,1,0,,"Nic, ""daughter of"", is the female equivalent of this 3-letter form seen in many surnames",Mac
4102,6/4/2002,1,"""BOY"" MOVIES",400,3,2,14.31,2,0,,1938: Spencer Tracy,Boys Town
4961,3/20/2006,0,HAIL OF BULLETS,800,20,4,8.38,6,1,"http://www.j-archive.com/media/2006-03-20_J_24.jpg, http://www.j-archive.com/media/2006-03-20_J_24a.jpg","In 1911, these two men highlighted here reportedly died in a hail of bullets in Bolivia",Butch Cassidy & the Sundance Kid
4972,4/4/2006,0,"""S""PAÑOL",1000,12,1,5.55,1,0,,"If you see this word on a door, you've found the exit",salida
6139,4/28/2011,1,BIOGRAPHY SUBJECTS,400,12,5,10.81,2,0,,"Catherine Reef's biography of this Austrian is subtitled ""Pioneer of the Mind""",(Sigmund) Freud
4582,7/6/2004,1,THE EMERALD ISLE,1600,14,5,9.97,1,0,,This Irish port city on the River Suir is world famous for its crystal,Waterford
5651,3/16/2009,1,EUROPEAN POETS,1200,14,6,11.1,1,0,,His father came from Russian nobility; his mother was descended from an African prince,Pushkin
4175,10/25/2002,1,ENGLISHMEN,1200,16,5,9.36,3,0,,"As governor of New South Wales in 1806, he tried to suppress the ""bountiful"" rum trafficking",Captain William Bligh
5475,5/30/2008,0,HISTORIC NICKNAMES,800,16,7,11.34,3,0,,"The 7th Century's Constantine V Copronymus, monarch of this Eastern empire, was known as ""The Ill-Odored""",the Byzantine Empire
4369,9/11/2003,1,ANIMAL-TITLED MOVIES,400,12,4,9.2,3,0,,Kevin Costner played Civil War vet Lt. John Dunbar in this film,Dances with Wolves
5225,5/4/2007,1,YOU GET A D MINUS,800,20,2,6.24,3,0,,"Mr. Roddick's first name thinks the D is passe, so out it goes & it becomes a word for ""some""",Andy & any
5527,9/23/2008,1,BUSINESS,1600,13,6,12.13,1,0,,"Bigger than PETCO, this leash & litter-box retailer also operates ""Doggie Day Camps""",PetSmart
6050,12/24/2010,0,PUNDITS,600,13,7,12.78,4,0,,Thomas Friedman has won 3 Pulitzers as foreign affairs commentator for this newspaper,The New York Times
6144,5/5/2011,0,POLITICIANS MAKE ME CUSS,600,7,5,15.26,1,0,,"""Heavens to"" ex-New York lieutenant governor McCaughey!",Betsy
5680,4/24/2009,0,I HEAR BANJOS,200,13,6,11.57,1,0,,"The classic bluegrass song ""Dueling Banjos"" is featured in this disturbing 1972 film",Deliverance
5476,6/2/2008,1,"IT HAD TO ""BU""",1200,12,6,12.79,1,0,,Government ones of these include of Indian Affairs & of the Census,Bureaus
5357,12/18/2007,0,"YO, JIMMY!",200,11,5,11.36,1,0,,"In the comics, Jimmy Olsen was this hero's cub reporter pal",Superman
5236,5/21/2007,1,ANAGRAMMED BIRDS,1600,16,1,5.42,3,0,,"If you're in the lair of this slim bird, don't tell him he's as skinny as...",rail (from lair)
5221,4/30/2007,1,INTRA-MURALS,1200,16,3,7.93,1,1,http://www.j-archive.com/media/2007-04-30_DJ_29.jpg,The two men seen here have similar last names & share this grand title,Ayatollah
5124,12/14/2006,0,"THE BEST LITTLE ""WARE""HOUSE",800,10,5,12.03,1,0,,"Warning! It precedes ""the Jabberwock"" in a Lewis Carroll poem",beware
4737,3/22/2005,0,"BEN, BENJAMIN OR JUST PLAIN B",400,8,2,7.98,1,0,,"In Scotland, it refers to a high hill",Ben
4898,12/21/2005,0,INSECTOID RHYME TIME,800,9,3,9.95,3,0,,A loud & threatening speech from a colony-based insect,an ant rant
5170,2/16/2007,0,MEASUREMENT,600,6,2,9.2,1,0,,Number of half-inches in a yard,72
6278,12/28/2011,1,THE HOST WITH THE MOST,1600,4,0,0.15,5,0,,"Jim McKay,  1961-1998",ABC's Wide World of Sports
6168,6/8/2011,0,"""KICK""ING",400,7,2,8.5,2,0,,A bribe paid to influence a transaction,a kickback
5090,10/27/2006,0,GAMES IN OTHER WORDS,800,1,1,19.48,1,0,,Whirlwind,Twister
5322,10/30/2007,1,THE BODY HUMAN,1600,14,4,8.84,2,0,,"In the arm, the name of this muscle precedes brachii; in the leg, femoris",the biceps
5021,6/12/2006,1,WOMEN DIRECTING WOMEN,1200,13,7,12.78,2,0,,"Mira Nair had ""Hysterical Blindness"" before directing Reese Witherspoon in this Thackeray film",Vanity Fair
5188,3/14/2007,0,BOOM GOES THE DYNAMITE!,1000,16,3,7.54,1,1,http://www.j-archive.com/media/2007-03-14_J_15.wmv,City Hall in this Magic Kingdom City (East) is seen here going down in 1991,Orlando
4185,11/8/2002,0,POP MUSIC,600,16,5,9.64,2,0,,"This band's albums include ""Animals"", ""A Saucer Full of Secrets"" & ""Dark Side of the Moon""",Pink Floyd
4509,3/25/2004,0,GERMAN WORDS & PHRASES,800,15,3,7.54,1,0,,"If you order schwarzen kaffee mit sahne in a restaurant, you'll get coffee with this",cream
5422,3/18/2008,0,GRAB BAG,200,17,7,10.98,1,0,,"Chemist Patsy Sherman was working for 3M when she created this stain protector with a ""national"" name",Scotchgard
6042,12/14/2010,1,PUFF,1200,19,6,9.57,1,0,,"In an eye exam a puff of air is used to measure intraocular pressure, a test for this condition",glaucoma
5773,10/21/2009,0,GRANDMA,200,18,3,6.71,2,0,,"Born in 1925, this woman had a First Daughter of the U.S. as well as 2 First Granddaughters",Barbara Bush
5490,6/20/2008,1,THE BIBLE,2000,13,3,8.18,1,0,,"According to Jeremiah, this place seems to be short of balm & physicians",Gilead
5735,7/10/2009,0,ZIP IT!,1000,14,2,6.59,1,0,,"To 97405, to send it to this Oregon college town, home of the Ducks",Eugene
5032,6/27/2006,1,JAPAN-U.S. RELATIONS,1200,13,5,10.35,1,0,,The U.S. military has 37 sole-use facilities on this island in the Ryukyus,Okinawa
4798,6/15/2005,1,IT HAPPENED IN '05,1600,14,7,12.23,2,0,,1605: This man is discovered under the English Parliament along with barrels of gunpowder,Guy Fawkes
5010,5/26/2006,1,THE HUMAN BODY,1200,13,6,11.57,2,0,,This tube of cartilage branches into 2 major bronchi that enter the lungs,the trachea
4901,12/26/2005,0,"WHAT'S UP, PEDIATRICIAN?",800,13,6,11.57,1,0,,Timmy's scary cough is just from this common 5-letter inflammation of the larynx,croup
6134,4/21/2011,0,STATE / PRISON,800,11,6,13.61,1,0,,Cedar Junction & Framingham are wicked excellent prisons for the wicked,Massachusetts
6041,12/13/2010,1,"""1"", ""2"", ""3""",1600,15,3,7.17,3,0,,"In online slang .02 means this--another way of saying, ""my opinion, though you didn't ask""",my two cents
5628,2/11/2009,1,ODDPODGE,800,22,5,7.92,1,0,,"In 408 A.D. the Visigoths attacked Rome & demanded 3,000 pounds of this spice, not salt, as part of the city's ransom",pepper
4804,6/23/2005,0,AWARDS,200,15,6,10.7,1,0,,This auction site won a 2003 Webby Award for best Services Website on the Internet,eBay
4323,5/21/2003,1,MINERALS,1200,11,5,11.36,1,0,,"Steatite, or soapstone, is a compact variety of this soft mineral",talc
5291,9/17/2007,0,WORLD FLAGS,1000,13,2,6.86,1,0,,"This large country re-adopted its old red, white & blue flag in 1991",Russia
5827,1/5/2010,0,"""M"" & ""M""",200,11,3,8.49,2,0,,"""Insane"" term for the NCAA men's basketball tournament held each spring",March Madness
5807,12/8/2009,1,"CALL ME A""LEX""",1200,8,2,7.98,2,0,,"By profession, Noah Webster was one of these",a lexicographer
6274,12/22/2011,0,FRUITS & VEGETABLES,600,18,7,10.67,1,0,,"The name of this so-called artichoke isn't from a city in Israel but from girasole, Italian for ""sunflower""",Jersalem
4935,2/10/2006,0,"RED, WHITE OR BLUE",400,12,3,8.18,3,0,,It's rolled out at special events for the stars to walk on,a red carpet
5160,2/2/2007,0,"""LET""S END THIS",600,11,3,8.49,2,0,,Jonathan Livingston could tell you it's the throat or the esophagus,the gullet
5172,2/20/2007,0,THE BIRD IS THE WORD,800,16,1,5.42,1,0,,"The name of this game bird is also a verb that means ""to shrink with fear""",quail
6245,11/11/2011,0,THE QUOTABLE CHURCHILL,1000,14,3,7.71,2,0,,"""This is one of those cases in which the imagination is baffled by"" these",the facts
5257,6/19/2007,0,"WHERE YA FROM, CONGRESSMAN?",400,6,4,14.46,1,0,,John Quincy Adams after the presidency,Massachusetts
4543,5/12/2004,0,THE CONSTITUTION,800,15,5,9.64,2,0,,This smallest state was the only one that didn't send delegates to the Constitutional Convention,Rhode Island
5081,10/16/2006,0,COFFEES ALL AROUND,400,12,2,6.86,1,0,,"At Starbucks, a ""shot"" is typically a shot of this coffee brew",espresso
6091,2/21/2011,1,TV CARTOON BY CHARACTERS,400,5,3,13.36,2,0,,"Butters, Mr. Hankey, Scott Tenorman",South Park
5498,7/2/2008,1,FOLLOW THE MONEY,800,38,11,9.47,2,1,http://www.j-archive.com/media/2008-07-02_DJ_19.jpg,"(Kelly of the Clue Crew shows us the money from Kyoto, Japan.)  The name of this Japanese currency means ""round"" because of the new round coins that replaced oval and other-shaped ones in the 1870s",the yen
5395,2/8/2008,1,MILITARY AIRCRAFT,400,21,7,9.94,3,0,,The German Stuka was this type of plane named for the way it zoomed toward the ground to deliver its ordnance,a dive bomber
4738,3/23/2005,0,YOU BEAST!,600,12,3,8.18,1,0,,A nide is a brood of these birds (perhaps the ring-necked ones),pheasants
5238,5/23/2007,0,IT'S A PLANE!,1000,12,5,10.81,2,0,,"Not necessarily a ""menace"", it's a specter or ghost, or something illusory",a phantom
5746,9/14/2009,0,ELEMENTAL RHYME TIME,800,11,5,11.36,3,0,,A person looking to purchase the metal with the symbol Cu,a copper shopper
5611,1/19/2009,1,BASKETMAKING,2000,35,8,8.38,1,1,http://www.j-archive.com/media/2009-01-19_DJ_30.jpg,"(Jon of the Clue Crew reads.)  The strips used by the basket weavers here at Longaberger are cut from thin sheets of wood called this, also something used as an outer layer",veneers
5315,10/19/2007,1,PHILOSOPHY,1600,22,4,7.05,2,0,,"Also a Paine title, this 18th C. theory said come on, sure the world exists, it's not just all in your head",common sense
6129,4/14/2011,0,SOUP & SALAD,400,20,6,9.37,1,0,,"I contributed a recipe to ""Cooking for Heroes"", a Red Cross cookbook: French-Canadian pea soup with this type of meat",ham
5425,3/21/2008,1,NOTORIOUS,400,23,3,6.88,2,0,,"On May 30, 1899 Pearl Hart & Joe Boot became the last to rob one of these vehicles; they got away with 431",a stagecoach
4664,12/9/2004,1,MEDIEVAL TIMES,800,12,6,12.13,1,0,,"In 887 Pietro Candiano, doge of this city, was killed fighting pirates",Venice
4184,11/7/2002,0,THE NAMES HAVE BEEN CHANGED,400,10,5,12.03,2,0,,In bygone days this North American national capital was Bytown,"Ottawa, Canada"
5309,10/11/2007,0,AT THE PLAYGROUND,200,16,6,10.35,2,0,,It's the most common name for the structure also called a teeter-totter or a dandle board,a see-saw
5682,4/28/2009,1,4 Es FOR THEE,800,17,7,10.98,1,0,,"A jumbling of radio signals, or the act of illegally hindering a footballer from catching a pass",interference
4726,3/7/2005,1,AFRICAN CUISINE,400,16,3,7.54,1,0,,Mealie is the name for this cereal plant that is used to make mush & batters,corn
4846,10/10/2005,1,YOU CAN QUOTE ME!,800,19,2,6.24,3,0,,"In 1961: ""Ask not what your country can do for you; ask what you can do for your country""",John F. Kennedy
5005,5/19/2006,1,TUTU MUCH!,1600,16,6,10.35,2,0,,"His 1860s painting of ""The Orchestra of the Opera"" has some pretty tutus in the background",(Edgar) Degas
6017,11/9/2010,0,TITLES CONTAINING TITLES,800,4,1,9.05,1,0,,"Spenser: ""The Faerie ____""",Queen
5719,6/18/2009,0,THE BRITISH ARE DIFFERENT,1000,12,7,14.23,1,0,,"Great Britain is officially divided into these, like Hampshire & other ""shire""s",counties
5785,11/6/2009,1,THE TEENS,400,9,2,7.59,1,0,,World War I ended in November of this year,1918
6148,5/11/2011,1,LOST PARENT-TEACHER CONFERENCES?,1600,19,6,9.57,3,0,,"Your Francois is the worst bully in the Port-au-Prince schools, though his ambition to be a doctor is commendable","(""Papa Doc"") Duvalier"
5867,3/2/2010,1,NAME THE SHAKESPEARE PLAY,400,14,1,5.46,3,0,,"""Let not thy nurse lie with thee in thy chamber: take thou this vial...""",Romeo and Juliet
4209,12/12/2002,0,'70s MUSIC,1000,21,2,6.18,2,0,,"His No. 1 hit ""I Wish"" says, ""Sneaking out the back door to hang out with those hoodlum friends of mine""",Stevie Wonder
6061,1/10/2011,1,PLAYING HIMSELF,1600,21,4,7.69,2,0,,"The movie could've been called ""Being Steven Seagal"" if this actor hadn't said yes to Spike Jonze for the 1999 film",John Malkovich
4297,4/15/2003,0,RECENT FILMS,400,15,4,8.59,2,0,,"This pop sensation starred in 2002's ""Crossroads"", about some friends who take a road trip",Britney Spears
5303,10/3/2007,1,JOHN WAYNE AT 100,400,24,4,7.46,2,0,,"A thrilling scene of Wayne shooting a charging one of these was cut from ""Hatari"", as it was felt his fans wouldn't like it",an elephant
4824,7/21/2005,0,TV CHARACTERS,200,9,3,9.35,5,0,,"Steve Austin's one-time fiancee, she got her own spin-off",the Bionic Woman (Jaime Sommers)
5223,5/2/2007,1,SURF'S UP,1200,16,6,10.7,2,0,,This English sea captain & his crew discovered the natives surfing in Hawaii in the 1770s,(James) Cook
4951,3/6/2006,0,LAST BUT NOT LEAST,200,16,6,10.35,2,0,,"Gabriel Garcia Marquez' ""The General in His Labyrinth"" tells of the last days of this liberator",Simón Bolivar
5054,7/27/2006,0,RESTAURANTS,400,16,5,9.36,2,0,,"If Giuseppe is a trattore, or restaurateur, this is the type of Italian restaurant he runs",a trattoria
5593,12/24/2008,0,FIRST NAME'S THE SAME,1000,4,3,19.58,1,0,,Frenchmen Clemenceau & Bizet,Georges
6039,12/9/2010,1,VIOLINISTS,1600,12,9,16.07,1,0,,"This Genoa-born violin virtuoso had many female fans, including Napoleon's sister Elisa",Paganini
6014,11/4/2010,1,PROSE,1200,16,5,9.36,1,0,,"""I beheld the wretch--the miserable monster whom I had created"" is a line in this classic",Frankenstein
5268,7/4/2007,0,YOU WANNA PIZZA THIS?,1000,19,7,10.98,2,1,http://www.j-archive.com/media/2007-07-04_J_10.jpg,"As seen here, the three colors of the toppings on a Pizza Margarita represent this Italian symbol",the flag
6153,5/18/2011,0,SOUNDS PEACHY,400,17,8,12.33,2,0,,"Available in 100 proof & 76 proof varieties, this ""Southern"" potent potable is a peach-flavored bourbon liqueur",Southern Comfort
5366,12/31/2007,1,PATRONS OF THE ARTS,800,21,6,9.37,1,0,,"Gustave Caillebotte was the main backer of several of these exhibitions, & his own work is kind of in that style",Impressionist
4992,5/2/2006,0,SOMEDAY MY PRINTS WILL COME,800,12,3,8.87,1,1,http://www.j-archive.com/media/2006-05-02_J_04.jpg,One of this artist's many famous prints is seen here,Warhol
4663,12/8/2004,0,WHOSE LIME IS IT ANYWAY?,800,12,5,11.36,1,0,,"Extreme heat fuses soda, lime & sand to make this everyday substance",glass
4933,2/8/2006,0,MATH,800,13,7,12.78,2,0,,"Usually symbolized by a letter, a changing quantity in algebra is called this",a variable
6138,4/27/2011,0,19th CENTURY AMERICA,400,12,6,12.13,1,0,,"Years before his book of watercolors, he conducted America's first bird-banding experiments",Audubon
4803,6/22/2005,1,THE THINGS YOU SAY!,2000,19,6,9.57,1,0,,Solipsism says that the self is the only reality; this -ism is a general term for a verbal impropriety,solecism
5754,9/24/2009,1,"SCIENCE ""L""IST",2000,10,4,11.1,1,0,,"Types of these devices include diode, solid state & gas",lasers
4283,3/26/2003,0,LEGAL IDENTITIES,800,16,4,8.38,2,0,,Alfred Caplin came up a little short going by this name on his Li'l Abner strip,Al Capp
5664,4/2/2009,1,AMERICAN NO MORE,2000,20,7,10.16,3,0,,In 2008 the Abu Dhabi Investment Council paid 800 million for a 75% share of this NYC Art Deco skyscraper,the Chrysler Building
5995,10/8/2010,0,THE COLOR OF MONEY,1000,13,6,11.57,1,0,,"In 1982, this country issued a 5,000-zloty note featuring a green Frederic Chopin",Poland
4945,2/24/2006,0,LITERARY PLACES,1000,8,4,11.93,1,0,,"A 2003 memoir: ""Reading Lolita in"" this capital",Tehran
4544,5/13/2004,1,20th CENTURY WOMEN,800,24,5,8.32,3,0,,"Uta Pippig had a ""run"" of good luck winning this race in 1994, 1995 & 1996; Fatuma Roba won in 1997, '98 & '99",the Boston Marathon
4673,12/22/2004,1,OF CHRISTMAS,1600,9,3,9.35,1,0,,"It's the city where Charlemagne spent Christmas Day, 800",Rome
5855,2/12/2010,1,FLOWERS & CANDY,400,38,8,8.11,1,1,http://www.j-archive.com/media/2010-02-12_DJ_30.jpg,"(Kelly of the Clue Crew shows some candy at the See's Candy Factory.)  At the See's Factory, these types of candy are still hand-dipped; the candies are that good, as the name tells you twice",bonbons
5799,11/26/2009,0,BORN & DIED,1000,14,3,7.37,3,0,,"Born in Lille, Nov. 22, 1890; said a general au revoir Nov. 9, 1970",Charles de Gaulle
4576,6/28/2004,0,LUXEMBOURG,600,22,8,10.47,2,0,,"During his years in exile, this ""Les Miserables"" author lived for a while in Vianden; his house there is now a museum",Victor Hugo
4696,1/24/2005,0,YOU'RE A BIG SCREEN MONSTER!,600,3,1,9.05,3,0,,1933: Claude Raines,The Invisible Man
5959,7/8/2010,1,10-12 YEARS,2000,15,3,7.71,1,0,,"Noticed by Galileo in 1610, these on the sun wax & wane in 11-year cycles",sunspots
5086,10/23/2006,1,NATIONAL SPELLING BEE WINNING WORDS,2000,11,4,9.92,1,0,,1982: Psoriasis was the winning word; 1965: This itchy skin condition,E-C-Z-E-M-A
5682,4/28/2009,1,NATIVE AMERICANS,1600,22,7,9.94,2,0,,In 1833 this leader of the Sac & Fox tribes for whom a war is named dictated his autobiography to Antoine LeClaire,Black Hawk
4523,4/14/2004,0,FORBES' FICTIONAL BILLIONAIRES,200,13,6,11.57,2,0,,"Topping the list is this North Pole resident with apparently unlimited, incalculable wealth",Santa Claus
5790,11/13/2009,0,WAKE UP!,800,19,6,9.57,2,0,,"Aurora is opening the gates for Helios' chariot, so it's this time of day for which she's the goddess",the dawn
4533,4/28/2004,0,EARTH SCIENCE,100,16,5,9.64,2,0,,Seismographers use the difference in speed between P waves & S waves to locate this point,the epicenter
