,Show,AirDate,Round,Category,Value,qLength,qHardWords,qDaleChall,aLength,hasMedia,mediaLink,Question,Answer
2034,4751,4/11/2005,Jeopardy!,THE REEL STORY,600,10,5,12.86,2,False,,"This singer starred in ""Waiting to Exhale"" & ""The Bodyguard""",Whitney Houston
67928,4486,2/23/2004,Jeopardy!,POSTAL ABBREVIATION SPELLING,600,2,1,11.63,1,False,,"Michigan, Maine",mime
16355,5855,2/12/2010,Jeopardy!,"""O"" NOUNS",200,7,3,10.75,1,False,,"A competitor, like the 2 other contestants",opponent
17975,6010,10/29/2010,Double Jeopardy!,"ALL IN A DAY'S ""WORK""",1600,14,6,11.1,3,False,,"2-word phrase for a set of values based on diligence; it often follows ""Protestant""",a work ethic
21220,4499,3/11/2004,Jeopardy!,HOOKED ON PHOENIX,1000,12,4,9.5,4,False,,The city of Phoenix lies in the huge sprawling Valley of this,Valley of the Sun
14906,4975,4/7/2006,Jeopardy!,BASEBALL MANAGERS,1000,14,7,12.23,1,False,,Hall of Fame manager George Anderson receved this nickname because of his scrappy determination,"""Sparky"""
798,5795,11/20/2009,Jeopardy!,COVER ME!,800,11,2,7.05,2,False,,"In 1979 this Sex Pistols bassist did ""My Way"", his way",Sid Vicious
100930,6126,4/11/2011,Double Jeopardy!,BLUE LITERATURE,800,21,11,12.95,1,False,,"Created by Charles Perrault, this fairy tale villain who killed 6 wives may be based on real murderer Gilles de Rais",Bluebeard
87789,4945,2/24/2006,Jeopardy!,"ATTENTION, SPACE CADETS",400,19,5,8.26,2,False,,"'60s kids bought kits to send Mr. Potato Head to this heavenly body, with a cucumber as his spaceship",the Moon
11507,5389,1/31/2008,Double Jeopardy!,"CROSSWORD CLUES ""P""",1600,5,2,10.2,1,False,,Tiny measure of dust (8),particle
73551,5910,4/30/2010,Double Jeopardy!,TIME IS ON YOUR SIDE,800,11,6,12.79,1,False,,"By definition, this adjective refers to the time before written records",prehistorical
99180,4703,2/2/2005,Jeopardy!,CAREER DAY,1000,17,3,7.27,2,False,,"You might really ""dig"" this job whose name is from the Greek for ""the study of antiquities""",an archaeologist
6080,4472,2/3/2004,Double Jeopardy!,"LOSING, LOSING, & MORE LOSING",800,12,2,6.86,3,False,,This football team from New York state lost 4 straight Super Bowls,the Buffalo Bills
20186,4786,5/30/2005,Jeopardy!,YOU'RE FIRED!,400,21,8,10.94,2,False,,"Bob Lemon, Gene Michael & Lou Piniella were each fired twice by him; we won't get into the Billy Martin saga",George Steinbrenner
115479,4566,6/14/2004,Double Jeopardy!,HEAVENS TO BETSY!,2000,19,4,7.9,3,False,,"A 19th century song tells the tale of this gal ""who crossed the wide prairie with her lover Ike""",Betsy from Pike
16472,5383,1/23/2008,Jeopardy!,WHERE IN THE WORLD IS SAN DIEGO?,600,15,5,9.64,1,False,,"The San Diego stadium now named for this telecom company is known as ""The Q""",Qualcomm
113592,5013,5/31/2006,Jeopardy!,COMPLETES THE PLAY TITLE,600,5,2,10.2,2,False,,"Neil Simon's ""The Prisoner of...""",Second Avenue
110771,4759,4/21/2005,Double Jeopardy!,STARDUST,1200,16,7,11.34,3,False,,"Algol is one of these, 2 stars revolving around each other, also called a double star",a binary star
90197,6055,12/31/2010,Double Jeopardy!,LOST,1200,17,6,10.05,2,False,,This patron saint of lost causes shares a feast day with Simon the Zealot on October 28,St. Jude
45577,5919,5/13/2010,Double Jeopardy!,SYMBOLISM,1200,14,1,5.71,1,True,"http://www.j-archive.com/media/2010-05-13_DJ_13.jpg, http://www.j-archive.com/media/2010-05-13_DJ_13a.jpg","This musical sign tells you to play ""F"", not F-sharp",F-natural
53465,6089,2/17/2011,Double Jeopardy!,WORDS & PHRASES,800,11,2,7.05,1,False,,"It pairs with ""odds"" in a 3-word term for miscellaneous items",ends
82870,4640,11/6/2004,Jeopardy!,THE MIDDLE AGES,400,17,9,12.84,1,False,,This city-state began electing its own doges in 727 after gaining its independence from the Byzantine Empire,Venice
7404,5014,6/1/2006,Jeopardy!,THAT WAS ENTERTAINMENT,600,21,5,8.73,2,True,http://www.j-archive.com/media/2006-06-01_J_04.jpg,"The uniform seen here was worn by this patriotic songwriter when he played himself in ""This Is the Army""",Irving Berlin
86083,5809,12/10/2009,Jeopardy!,HAMMER TIME,400,12,1,5.55,3,False,,"Known for its cephalofoil, this fierce fish can grow 20 feet long",a hammerhead shark
42073,5617,1/27/2009,Double Jeopardy!,GOLDEN OLDIES,800,18,7,10.67,4,False,,"""The Golden Age"", with music by Shostakovich, was premiered by the Kirov ballet in this city in 1930",Leningrad or St. Petersburg
82542,5550,10/24/2008,Jeopardy!,THE UNITED NATIONS,1000,39,9,8.27,2,True,"http://www.j-archive.com/media/2008-10-24_J_09.jpg, http://www.j-archive.com/media/2008-10-24_J_09a.jpg","(Richard Roth reads from the U.N. floor.)  Appointed by George W. Bush during a congressional recess, this U.S. ambassador to the U.N. stirred up for controversy when he served here in 2005 & 2006",(John) Bolton
7978,5110,11/24/2006,Jeopardy!,THE ONE I LOVE,1000,13,8,14.0,3,False,,"In 1925 this 3-named British economist married Lydia Lopakova, one of Diaghilev's ballerinas",John Maynard Keynes
101224,6247,11/15/2011,Double Jeopardy!,GOOD MIGRATIONS,1600,16,6,10.35,1,False,,"Insects, like some locusts, migrate to areas where they do this, from the Latin for ""winter""",hibernate
38258,4507,3/23/2004,Double Jeopardy!,TORONTO'S CN TOWER,800,16,6,10.7,1,False,,"It's the numerical name of the CN Tower's revolving restaurant, & the incredible view it provides",360
90080,5405,2/22/2008,Double Jeopardy!,THE 20th CENTURY,1200,20,5,8.08,3,False,,"On September 21st, 1981 the U.S. Senate confirmed her as a Justice of the Supreme Court in a 99-0 vote",Sandra Day O'Connor
23491,5144,1/11/2007,Double Jeopardy!,FROM A TO Y,800,7,3,10.75,2,False,,"It's a symbolic narrative, like ""Piers Plowman""",an allegory
22357,6065,1/14/2011,Double Jeopardy!,SPOUSE IN COMMON TO...,400,5,3,15.68,2,False,,Amy Irving & Kate Capshaw,Steven Spielberg
83199,4462,1/20/2004,Jeopardy!,IT'S A DATE!,200,16,4,8.59,2,False,,St. Patrick's Day & the feast of Joseph of Arimathea are both celebrated on this date,17-Mar
12249,5308,10/10/2007,Jeopardy!,I'M BOARD,400,16,1,5.42,1,False,,"When I play, the one that's not sunk in this game is the 2-peg patrol boat",Battleship
101288,4277,3/18/2003,Double Jeopardy!,ODD WORDS,2000,10,1,5.71,1,False,,A cinerary is a place for these of the dead,ashes
90193,6055,12/31/2010,Double Jeopardy!,WORDS IN EUROPEAN COUNTRIES,800,4,1,7.78,3,False,,An ache in Pamplona,pain (from Spain)
7645,5132,12/26/2006,Double Jeopardy!,ARCHDUKE UNIVERSITY,400,16,8,12.33,3,False,,Influential Archduke Matthias went on to achieve this Imperial title in 1612 following his brother's death,Holy Roman Emperor
67350,5209,4/12/2007,Double Jeopardy!,WRITING IN FICTION,1600,14,6,11.1,3,False,,"The Broadway show ""Charly"" was based on the journals in this Daniel Keyes novel",Flowers for Algernon
25200,5411,3/3/2008,Jeopardy!,HODGEPODGE,200,23,5,8.21,3,False,,"On a flight from Oakland to Chicago on May 15, 1930, Ellen Church became the first woman to work as one of these",a flight attendant
50209,4918,1/18/2006,Double Jeopardy!,"LITERARY CROSSWORD CLUES ""G""",800,3,2,14.31,1,False,,Colette's courtesan-in-training (4),Gigi
77154,6023,11/17/2010,Double Jeopardy!,TEXTBOOKS,400,17,10,14.3,1,False,,Henry A. Millon paired rococo & this other ornate style in the title of his architecture textbook,baroque
18497,4081,5/6/2002,Jeopardy!,TRACK & FIELD,400,17,5,9.12,3,False,,In 1986 Jackie Joyner-Kersee was named the amateur athlete of the year; this sister-in-law won in 1988,Florence Griffith Joyner
107456,5801,11/30/2009,Double Jeopardy!,"IT BEGINS WITH ""X""",2000,11,7,15.19,1,False,,"This colorless, monatomic gaseous element is used in stroboscopes & lasers",Xenon
59427,5486,6/16/2008,Double Jeopardy!,SYMPHONY SPACE,2000,18,5,8.92,2,False,,"On CD you can go back to Carnegie Hall April 4, 1954 for this Italian maestro's last concert",(Arturo) Toscanini
111784,5712,6/9/2009,Double Jeopardy!,"GOOD ""BI""",400,13,4,9.14,2,False,,This dual sports event was first included in the Winter Olympics in 1960,a biathlon
19380,5667,4/7/2009,Double Jeopardy!,_______ & _______,800,19,8,11.23,3,False,,"This Virginia college founded in 1693 is home to the Flat Hat Club, the nation's oldest academic secret society",William & Mary
104121,5213,4/18/2007,Jeopardy!,ELLEN,600,19,6,9.57,4,False,,"In 2005 British yachtswoman Ellen MacArthur set a new record by doing this solo in 71 days, 14 hours",sailing around the world
99808,4323,5/21/2003,Double Jeopardy!,DANCERS,800,15,7,11.75,3,False,,This future Rat Packer danced with the Will Mastin Vaudeville Troupe along with his father,"Sammy Davis, Jr."
41520,5033,6/28/2006,Double Jeopardy!,BRITISH POETS & POETRY,1600,15,6,10.7,3,False,,"She described her 1840s poem ""A Vision of Poets"" as ""philosophical, allegorical, anything but popular""",Elizabeth Barrett Browning
2839,5512,7/22/2008,Jeopardy!,HOP ON POP CULTURE,600,31,6,7.54,2,True,http://www.j-archive.com/media/2008-07-22_J_03.wmv,"(Jason Alexander of Seinfeld reads the clue.) When this ""boss"" of mine mistakenly told my dad I was dead, Dad responded, ""What the hell did you trade Jay Buhner for?""",George Steinbrenner
10213,5280,7/20/2007,Double Jeopardy!,SCIENCE,2000,16,8,12.33,1,False,,"In 2007 Intel announced a new faster chip design replacing silicon with this element, symbol Hf",hafnium
112292,4551,5/24/2004,Double Jeopardy!,GOVERNMENT AGENCIES,1200,17,6,10.05,4,False,,"This bureau of the Justice Department has added Explosives to its name, though it's still abbreviated ATF","Alcohol, Tobacco and Firearms"
55903,5639,2/26/2009,Jeopardy!,ANCIENT BOOKS,1000,13,6,11.57,1,False,,Epictetus produced books of these ethical lectures; today the word means furious rants,diatribes
118268,4364,7/17/2003,Jeopardy!,I LEARNED IT IN DRAMA CLASS,1000,20,6,9.37,1,False,,This oily make-up is so synonymous with the theatre that it's found in the name of an Anthony Newley musical,Greasepaint
4110,4644,11/11/2004,Jeopardy!,THE UPPER CRUST,200,15,7,11.75,1,False,,"Athina Roussel, granddaughter of this Greek tycoon, inherited billions when she turned 18 in 2003",Onassis
72560,4286,3/31/2003,Jeopardy!,YOU CAN QUOTE ME,200,19,3,7.07,2,False,,"Referring to her Oscar win for ""Norma Rae"", she said, ""All I could think of was: don't fall down""",Sally Field
92171,4316,5/12/2003,Jeopardy!,THE CHINESE ZODIAC,200,10,1,5.71,1,False,,2013 is the year of this animal that can coil,snake
56494,5465,5/16/2008,Jeopardy!,POTPOURRI,200,15,3,7.54,1,False,,"In 1903 the first pack of this brand carried the line ""for educational color work""",Crayola
9998,5777,10/27/2009,Jeopardy!,THAT'S RARE,200,14,6,11.1,5,False,,"Except to break ties, this presiding officer of the House of Representatives rarely votes",the Speaker of the House
44287,4923,1/25/2006,Double Jeopardy!,HITTING A HOMER,800,11,3,8.49,1,False,,"In the ""Iliad"", he was the greatest of the Greek warriors",Achilles
106959,5003,5/17/2006,Jeopardy!,AMERICANA,400,19,5,8.73,1,False,,Since 1962 it's been a tradition to dye the Chicago River this color for a special day in March,green
72152,4972,4/4/2006,Jeopardy!,GEOGRAPHIC CINEMA,1000,4,1,9.05,1,False,,"1960: ""Sunrise at ___""",Campobello
105365,4702,2/1/2005,Double Jeopardy!,FIX THE PROVERB,800,6,1,6.57,6,False,,That gold glitters is not all,All that glitters is not gold
9280,5816,12/21/2009,Jeopardy!,THEY WERE CONTEMPORARIES,500,17,6,10.05,1,False,,"While the prophet Zechariah taught the right way to live, this Greek was teaching about right triangles",Pythagoras
89810,5616,1/26/2009,Double Jeopardy!,OPERA WOMEN,2000,16,7,11.34,2,False,,In this Verdi opera Violetta Valery is a fallen woman who has a touch of consumption,La traviata
28806,4990,4/28/2006,Double Jeopardy!,UNREAL ESTATE BROKERS,800,2,1,11.63,2,False,,1937: Middle-earth,J.R.R. Tolkien
26346,5692,5/12/2009,Double Jeopardy!,RESCUE ME,2000,40,10,8.73,1,True,http://www.j-archive.com/media/2009-05-12_DJ_22.jpg,"(You may not know this.  I know I didn't know it before Rescue Me, but...)  The radioactive element americium-241 knocks off electrons from oxygen & nitrogen in this type of smoke detector named for the process",ionization
37542,4608,9/22/2004,Double Jeopardy!,METER MAIDS,1600,13,4,9.14,2,False,,"This American poet titled her 1960 collection ""To Bedlam and Part Way Back""",Anne Sexton
2616,4213,12/18/2002,Jeopardy!,WORMS,600,19,4,7.9,1,False,,"In ""Henry VI, Part 3"", Clifford tells the king that ""The smallest worm will"" do this ""being trodden on""",turn
99637,4971,4/3/2006,Double Jeopardy!,"THE COURAGE TO ""B""",400,14,3,7.71,2,False,,The nostril on top of a dolphin or porpoises' head is known as this,a blowhole
20127,5430,3/28/2008,Jeopardy!,"MAY I HAVE A WORD WITH ""U""?",400,12,3,8.49,1,False,,"It can mean erect, honest & just, or a type of piano",upright
85867,4557,6/1/2004,Jeopardy!,INVENTIVE WOMEN,800,17,9,12.84,2,False,,Mary Anderson invented this device after seeing a streetcar driver keep brushing snow off his front window,windshield wipers
37293,4998,5/10/2006,Jeopardy!,OPERA HOUSES,600,17,6,10.05,4,False,,"Bennelong Point, the site of this opera house, was home to several Aboriginal clans when Europeans arrived",the Sydney Opera House
91244,4456,1/12/2004,Jeopardy!,WORLD GEOGRAPHY,1000,11,5,11.36,1,False,,Victoria Peak is the highest point in this Central American country,Belize
669,4960,3/17/2006,Jeopardy!,SI's SIGNS OF THE APOCALYPSE,400,15,7,11.75,1,False,,"A Little League team in Kentucky is sponsored by this ""delightfully tacky yet unrefined"" restaurant",Hooters
1009,6294,1/19/2012,Jeopardy!,NURSERY RHYMES,200,14,3,7.71,1,False,,"Peter, Peter was an eater of this; he kept his wife in its shell",pumpkin
15023,5507,7/15/2008,Jeopardy!,HOLIDAYS & OBSERVANCES,1000,15,6,10.7,1,False,,"Temporary shelters that may be decorated are built for Sukkot, a festival of this religion",Judaisim
4343,5146,1/15/2007,Jeopardy!,"HEY, ""BABY""",400,12,4,10.45,2,True,http://www.j-archive.com/media/2007-01-15_J_15.jpg,"Seen here with roses, it's popular as a bouquet filler",baby's breath
36776,4838,9/28/2005,Jeopardy!,"HEY ""YA""",200,10,3,8.87,1,False,,More than 345 million individuals each month hit this website,Yahoo!
116890,4579,7/1/2004,Double Jeopardy!,STAY-AT-HOME MOMS,2000,16,7,11.34,1,False,,"After she killed her husband, her son Orestes went into exile, then returned to kill her",Clytemnestra
28262,5124,12/14/2006,Jeopardy!,ENERGY,200,16,8,12.33,1,False,,"Of northeast, northwest, southeast or southwest, the area that has 3/4 of the USA's oil-heated homes",northeast
89111,5395,2/8/2008,Double Jeopardy!,"""B"" HAPPY",400,7,3,10.75,3,False,,Your navel maneuvers will center on it,your belly button
91985,5350,12/7/2007,Double Jeopardy!,MOVIE COMEDY QUOTES,1200,19,4,7.59,1,False,,"""We've been going about this all wrong.  This Mr. Stay-puft's okay, he's a sailor, he's in New York""",Ghostbusters
87225,4674,12/23/2004,Jeopardy!,SKI YOU LATER,400,17,8,11.91,1,False,,"This winter sport, likely developed from European military skiing competitions, was introduced to the Olympics in 1960",Biathlon
108300,5534,10/2/2008,Jeopardy!,FRIENDS,200,16,7,11.34,2,False,,"Andrew Gossett named a Texas town after this man, a family friend from back in Tennessee",Davy Crockett
63801,5398,2/13/2008,Jeopardy!,IT HAPPENS IN FEBRUARY,600,14,6,11.1,3,False,,"Held each February, this Florida contest is the premier race on the NASCAR circuit",the Daytona 500
60402,4164,10/10/2002,Jeopardy!,ARACHNIDS,400,12,5,10.81,2,False,,"This arachnid with a ""paternal"" name emits a bad odor when disturbed",daddy long-legs
27429,5563,11/12/2008,Jeopardy!,WHEN YOU GO TO COLLEGE,200,12,5,10.81,5,False,,"Perhaps you'll write for your college paper, like this school's Daily Trojan",USC (University of Southern California)
1697,5807,12/8/2009,Jeopardy!,L____O,600,17,3,6.99,1,False,,How low can you go?  Perhaps to this place on the border of heaven or hell,limbo
65866,5386,1/28/2008,Double Jeopardy!,"THAT SOUNDS ""GREAT""",1200,11,3,8.49,4,False,,The bright lights of Broadway give the Theatre District this nickname,the Great White Way
75247,5665,4/3/2009,Double Jeopardy!,URBAN MOVIES,400,9,4,11.93,1,False,,"1940, Jimmy Stewart woos Kate Hepburn: ""The _____ Story""",Philadelphia
53392,4232,1/14/2003,Jeopardy!,IT'S THE LITTLE THINGS,1000,15,5,9.64,2,False,,"BB can be a small lead pellet, or an abbreviation for this spherical friction-reducing object",ball bearing
113040,5783,11/4/2009,Jeopardy!,TEEN LIT,800,17,5,9.36,4,False,,"Zoey Redbird is the protagonist in this ""dark"" series of teen bestsellers by P.C. & Kristin Cast",The House of Night
32024,5005,5/19/2006,Double Jeopardy!,SHORT CLUES ABOUT LONG WORDS,800,11,3,8.49,1,False,,For a Major League baseball it's 9 to 9 1/4 inches,circumference
88974,5882,3/23/2010,Jeopardy!,PHONING IT IN,400,17,7,10.98,1,False,,This hyphenated adjective refers to a phone call requiring no additional fee beyond the basic service charge,toll-free
20042,5595,12/26/2008,Double Jeopardy!,PRESIDENTIAL RUNNERS-UP,400,3,2,14.31,1,False,,1960: Richard Nixon,Kennedy
15942,4728,3/9/2005,Double Jeopardy!,HAULIN' S,1200,10,3,9.35,3,False,,"""Not deep"" &, after the ""S"" departs, ""to make holy""",shallow & hallow
7500,4348,6/25/2003,Double Jeopardy!,PRO BASKETBALL,2000,16,2,6.4,2,False,,In 2002 this Sparks center made history with the first slam dunk in a WNBA game,Lisa Leslie
43940,4230,1/10/2003,Double Jeopardy!,CONQUERORS,400,16,7,10.94,2,False,,"While exiled on St. Helena, he said, ""Waterloo will erase the memory of all my victories""",Napoleon (I)
51312,5654,3/19/2009,Jeopardy!,NATIONAL MEMORIALS,1000,15,7,11.75,3,False,,The Tampa Bay memorial named for this Spaniard has reenacted his coming ashore in 1539,(Hernando) de Soto
14894,4975,4/7/2006,Jeopardy!,CLASSIC LITERATURE,600,35,13,11.03,3,True,http://www.j-archive.com/media/2006-04-07_J_15.jpg,"(Sarah of the Clue Crew delivers the clue from Kremlin in Moscow, Russia.)  Novel in which Moscow was without its inhabitants & the soldiers were sucked into her, radiating from the Kremlin",War and Peace
109540,6206,9/19/2011,Double Jeopardy!,HISPANIC-AMERICAN FIRSTS,2000,15,4,8.84,2,False,,In the 1990s he was the first Hispanic Secretary of Transportation & Secretary of Energy,Federico Peña
61458,5933,6/2/2010,Double Jeopardy!,5-LETTER WORDS,800,23,2,6.15,1,False,,"As a verb, it means to remove the husk from an ear of corn or the top shell of an oyster or clam",shuck
1388,5282,7/24/2007,Double Jeopardy!,JULY,1600,19,5,8.73,2,False,,John Adams' dying words on this date in 1826 were that Thomas Jefferson still lived; John Adams was wrong,4-Jul
83353,4717,2/22/2005,Double Jeopardy!,CONTEMPORARIES,1200,10,5,12.03,1,False,,The only writing Bronte sister whose life overlapped Jane Austen's,Charlotte
118467,5061,9/18/2006,Double Jeopardy!,I'M HUNGARIAN,2000,19,7,10.67,2,False,,I'm the Hungarian-born financier & philanthropist who once made 1 billion in a week betting against the British pound,George Soros
118015,4394,10/16/2003,Double Jeopardy!,WOMEN OF COUNTRY,2000,2,2,19.53,2,False,,Sirimavo Bandaranaike,Sri Lanka
6777,4693,1/19/2005,Jeopardy!,MOVIE DIRECTORS,400,19,7,10.4,2,False,,"Producers told him he could direct ""Taxi Driver"" only if he got Robert De Niro to play the lead",(Martin) Scorsese
27273,5645,3/6/2009,Jeopardy!,RULE BRITANNIA,800,13,3,8.49,3,True,http://www.j-archive.com/media/2009-03-06_J_04.jpg,"Pictured here, they ruled together on the throne for 5 years",William & Mary
50226,4918,1/18/2006,Double Jeopardy!,"LITERARY CROSSWORD CLUES ""G""",2000,5,3,13.36,1,False,,Arthurian talespinner of Monmouth (8),Geoffrey
10297,5052,7/25/2006,Jeopardy!,CLASSIC AMERICAN MUSIC,800,9,4,11.93,4,True,http://www.j-archive.com/media/2006-07-25_J_05.mp3,"""Fowl"" family favorite featured fortuitously for y'all here","""Turkey In The Straw"""
71217,5384,1/24/2008,Double Jeopardy!,WOODWORKING,1600,11,6,13.61,1,False,,"Rafter, framing & T-bevel are useful types of this ""geometric"" tool",square
29332,4535,4/30/2004,Jeopardy!,RHYMING BRANDS,200,12,4,9.5,2,False,,An Alpine village is on the label of this hot cocoa mix,Swiss Miss
88953,4294,4/10/2003,Double Jeopardy!,BEFORE & AFTER,1200,12,7,14.23,3,False,,"""Hot Stuff"" singer whose medal events include the pentathlon & rhythmic gymnastics",Donna Summer Olympics
24937,4171,10/21/2002,Jeopardy!,UNBREAKABLE,1000,15,8,12.8,1,False,,Hermes gave this mythical hero an unbreakable sword he used to cut Medusa into Gorgon-zola,Perseus
59058,4147,9/17/2002,Jeopardy!,NATURE,600,10,4,10.45,1,False,,The Mormon cricket is a long-horned type of this jumper,grasshopper
9288,5816,12/21/2009,Double Jeopardy!,ELTON JOHN: FIRST LINES,400,8,4,11.93,2,False,,"""It's a little bit funny, this feeling inside""","""Your Song"""
59811,5500,7/4/2008,Double Jeopardy!,AUTHORS' HOMES,1200,21,5,8.44,3,False,,You can visit the home of this poet and buddy of Wordsworth on Lime Street in the Village of Nether Stowe,Samuel Taylor Coleridge
28130,6158,5/25/2011,Double Jeopardy!,NFL TEAM MASCOTS,800,8,3,10.75,3,False,,"Formerly Edgar, Allan & Poe: now just Poe",the Baltimore Ravens
73964,5458,5/7/2008,Double Jeopardy!,THE FRENCHMAN CLASS,2000,13,5,10.81,2,False,,"Get an ""F"" in literature & name this author who penned ""Madame Bovary""",(Gustave) Flaubert
57984,5037,7/4/2006,Jeopardy!,LET'S GRAB SOME SEAFOOD,800,17,5,9.12,2,False,,The quahog type of this is usually served on the half shell or minced in hot chowders,a clam
57209,4523,4/14/2004,Double Jeopardy!,19th CENTURY AMERICA,1200,12,4,9.5,2,False,,"California's first state prison, it was built with convict labor in 1852",San Quentin
68329,5610,1/16/2009,Double Jeopardy!,POETRY IN MOTION,400,16,5,9.36,1,False,,"""Homeward now went Hiawatha; pleasant was the landscape round him, pleasant was the air above him""",Longfellow
2949,5686,5/4/2009,Jeopardy!,I WANT TO RIDE THAT!,400,19,6,9.57,1,False,,"No tame little swing ride, the Starflyer in this Austrian city swings you as high as a 23-story building",Vienna
6972,5332,11/13/2007,Double Jeopardy!,OPERA,800,10,4,10.45,2,False,,"The name of this Verdi opera means ""The Fallen Woman""",La Traviata
2247,5352,12/11/2007,Double Jeopardy!,THE COLOR PURPLE,2000,9,3,9.35,2,False,,This purple flower is the state flower of Colorado,the columbine
53478,6089,2/17/2011,Double Jeopardy!,WHAT KIDS ARE READING THESE DAYS,2000,14,7,12.23,1,False,,"""I Shall Wear"" this is Terry Pratchett's latest bestseller about young witch Tiffany Aching",Midnight
64084,4341,6/16/2003,Jeopardy!,AN APPLE A DAY,800,14,6,11.57,1,False,,The Jonagold is a hybrid of the Golden Delicious & this red apple variety,Jonathan
58771,6235,10/28/2011,Double Jeopardy!,MEANINGFUL STAGE NAMES,2000,21,5,8.44,2,False,,"Donald Lytle's choice of this stage name made extra sense when ""Take This Job And Shove It"" became his biggest hit",(Johnny) Paycheck
45701,5829,1/7/2010,Jeopardy!,THE STATE OF THE STATE,200,10,5,12.03,1,False,,"Underwater--or 80% of its largest city anyway, in August 2005",Louisiana
693,4960,3/17/2006,Double Jeopardy!,HIDDEN BOOKS OF THE BIBLE,400,11,2,7.05,3,False,,Sending money was the best her friends could do for her,Esther (best her)
70065,5030,6/23/2006,Jeopardy!,"THE ""IZE"" HAVE IT",800,16,9,13.85,1,False,,To exert exclusive commercial control over an industry & to prevent others from competing in it,monopolize
40296,5295,9/21/2007,Jeopardy!,THE NATIONAL PARK SYSTEM,400,15,4,8.59,3,False,,"The Philadelphia home where he wrote ""The Tell-tale Heart"" is now a national historic site",Edgar Allan Poe
102119,5067,9/26/2006,Double Jeopardy!,NAMES YOU SHOULD KNOW,1200,18,7,10.07,2,False,,"Sharing her first name with Robin Hood's sweetie, this African-Amer. contralto earned the 1963 Pres. Medal of Freedom",Marian Anderson
104168,4542,5/11/2004,Jeopardy!,DAUGHTERS OF THE AMERICAN REVOLUTION,400,13,5,10.35,2,False,,"Abigail, known as ""Little Abby"", was the oldest child of this U.S. president",John Adams
4767,5443,4/16/2008,Double Jeopardy!,4-LETTER WORDS,800,38,6,7.11,1,True,http://www.j-archive.com/media/2008-04-16_DJ_05.wmv,(Kelly of the Clue Crew blows out a match and sticks it in a bottle.) The moisture in the air combines with particles of dust from the smoke to form this; Los Angeles is known for it,smog
19651,4631,10/25/2004,Double Jeopardy!,HOPE YOU'RE WELL READ...,400,16,4,8.59,5,False,,"In this 1903 book, Buck, a dog in California, is stolen & taken to the Klondike",The Call of the Wild
59978,4367,9/9/2003,Double Jeopardy!,GRAPHICS,800,13,4,9.14,1,False,,"The Pantone formula guide shows 1,114 of these with their corresponding ink formulas",colors
620,4936,2/13/2006,Jeopardy!,"TELL 'EM WHAT THEY'VE WON, JOHNNY",600,18,4,8.04,1,False,,"A brave French soldier might receive the award known as the ""Croix de Guerre"", meaning ""Cross of"" this",War
40443,4730,3/11/2005,Double Jeopardy!,"CROSSWORD CLUES ""G""",800,6,3,13.36,1,False,,It precedes schnauzer & sequoia (5),giant
21672,4921,1/23/2006,Jeopardy!,"CAPITAL ""K""s",800,22,5,8.32,1,False,,"In the movie with the same name as this city, Olivier says, ""The Nile must taste of blood for a thousand miles""",Khartoum
116087,4349,6/26/2003,Double Jeopardy!,INVENTIVE MINDS,800,12,6,12.13,2,False,,This office supply invented by Johann Vaaler is a real gem today,paper clip
67257,6276,12/26/2011,Jeopardy!,FOREIGN WORDS & PHRASES,400,17,7,10.98,2,False,,"Someone who takes the opposite side of an argument for argument's sake is ""advocatus diaboli"", or this",Devil's advocate
83019,4790,6/3/2005,Double Jeopardy!,THE INSECURITY COUNCIL,1200,21,7,9.94,1,False,,"The section of ""Hannah and Her Sisters"" where Mickey thinks he has a brain tumor is titled this type of person",hypochondriac
46163,5401,2/18/2008,Jeopardy!,THAT'S SO CLICHE!,200,17,3,7.27,2,False,,"If you're ""up the creek"", you're in trouble; if you're ""up the creek without"" this, even worse",a paddle
60698,5130,12/22/2006,Jeopardy!,CLICHES,800,16,7,11.34,2,False,,"After a night of drinking with Tintin, Captain Haddock was looking a bit green around these",the gills
85884,4557,6/1/2004,Double Jeopardy!,"CROSSWORD CLUES ""F""",400,4,2,11.73,1,False,,An upside-down smile (5),frown
96640,5456,5/5/2008,Double Jeopardy!,OTHER GREAT LAKES,2000,17,4,8.38,2,False,,"Grande Isle & Isle La Motte are in this, the fourth-largest freshwater lake entirely in the U.S.",Lake Champlain
29483,6101,3/7/2011,Double Jeopardy!,CANDY IS DANDY,1200,13,5,10.35,1,False,,These after-dinner mints come individually wrapped in foil that depicts a mountain range,Andes
60797,5572,11/25/2008,Jeopardy!,BIOPIC SUBJECTS,400,2,0,0.1,2,False,,"1988: ""Bird""",Charlie Parker
11943,5810,12/11/2009,Double Jeopardy!,"""C""OMPANIES",800,20,7,10.67,1,False,,"In 1853 these brothers, John & Benjamin, got a royal warrant to provide chocolate & cocoa products to the Queen",Cadbury
108427,4150,9/20/2002,Jeopardy!,HI THERE,600,15,5,9.64,1,False,,"In ancient times in this country, you might greet your mummy with ""ak em hotep""",Egypt
108610,4853,10/19/2005,Double Jeopardy!,"A WORLD OF ""P""OETS",400,18,6,9.35,1,False,,"This 19th c. Russian was still a student when he began his great Romantic poem ""Ruslan and Ludmila""",Pushkin
